# Program:featureCounts v2.0.6; Command:"featureCounts" "-s" "1" "-M" "-Q" "20" "-T" "5" "-t" "gene" "-g" "gene_id" "-a" "../ref/true_genes_only.gtf" "-o" "../data08/feature/A02-bowtie1.txt" "../data08/bowtie/A02-bowtie1.txt" 
Geneid	Chr	Start	End	Strand	Length	../data08/bowtie/A02-bowtie1.txt
BW25113_RS07355	NZ_CP009273.1	1462178	1463406	-	1229	13
BW25113_RS07365	NZ_CP009273.1	1463615	1464766	+	1152	84
BW25113_RS07370	NZ_CP009273.1	1464773	1468270	+	3498	21
BW25113_RS07375	NZ_CP009273.1	1468478	1469338	+	861	146
BW25113_RS07380	NZ_CP009273.1	1469401	1471707	+	2307	3
BW25113_RS07385	NZ_CP009273.1	1471878	1472483	+	606	0
BW25113_RS07390	NZ_CP009273.1	1472483	1473379	+	897	0
BW25113_RS07395	NZ_CP009273.1	1473395	1475152	+	1758	0
BW25113_RS07400	NZ_CP009273.1	1475142	1476458	+	1317	1
BW25113_RS07405	NZ_CP009273.1	1476512	1477117	-	606	344
BW25113_RS07410	NZ_CP009273.1	1477318	1481220	+	3903	377
BW25113_RS07415	NZ_CP009273.1	1481492	1482292	+	801	201
BW25113_RS07420	NZ_CP009273.1	1482489	1483928	+	1440	12057
BW25113_RS25590	NZ_CP009273.1	1483970	1484970	-	1001	377
BW25113_RS07440	NZ_CP009273.1	1485159	1485689	+	531	331
BW25113_RS07445	NZ_CP009273.1	1485934	1486107	+	174	45
BW25113_RS26135	NZ_CP009273.1	1486133	1486201	+	69	7
BW25113_RS07450	NZ_CP009273.1	1486179	1486328	-	150	5
BW25113_RS07455	NZ_CP009273.1	1486727	1488367	+	1641	1
BW25113_RS07460	NZ_CP009273.1	1488405	1489328	-	924	232
BW25113_RS07465	NZ_CP009273.1	1489545	1490888	+	1344	20
BW25113_RS07470	NZ_CP009273.1	1491113	1492768	+	1656	366
BW25113_RS07480	NZ_CP009273.1	1492908	1493132	+	225	194
BW25113_RS07485	NZ_CP009273.1	1493195	1493734	+	540	112
BW25113_RS07490	NZ_CP009273.1	1493726	1494706	-	981	24
BW25113_RS07495	NZ_CP009273.1	1494830	1495822	+	993	27
BW25113_RS07500	NZ_CP009273.1	1495819	1496412	+	594	267
BW25113_RS07505	NZ_CP009273.1	1496714	1497382	+	669	186
BW25113_RS23770	NZ_CP009273.1	1497481	1497906	-	426	0
BW25113_RS07520	NZ_CP009273.1	1497914	1499122	+	1209	35
BW25113_RS07525	NZ_CP009273.1	1499162	1500376	-	1215	20
BW25113_RS07530	NZ_CP009273.1	1500429	1500965	+	537	11
BW25113_RS07535	NZ_CP009273.1	1501038	1502999	+	1962	74
BW25113_RS07540	NZ_CP009273.1	1503091	1503321	-	231	24
BW25113_RS07545	NZ_CP009273.1	1503543	1503719	+	177	4
BW25113_RS07550	NZ_CP009273.1	1503765	1504181	+	417	43
BW25113_RS07555	NZ_CP009273.1	1504260	1505666	+	1407	63
BW25113_RS07560	NZ_CP009273.1	1505911	1507056	+	1146	38
BW25113_RS07565	NZ_CP009273.1	1507074	1508087	+	1014	4
BW25113_RS07570	NZ_CP009273.1	1508088	1509029	+	942	2
BW25113_RS07575	NZ_CP009273.1	1509019	1509813	+	795	1
BW25113_RS07580	NZ_CP009273.1	1509835	1511259	+	1425	48
BW25113_RS23775	NZ_CP009273.1	1511356	1511451	-	96	89
BW25113_RS07590	NZ_CP009273.1	1511646	1511819	+	174	2
BW25113_RS07595	NZ_CP009273.1	1511905	1512138	+	234	540
BW25113_RS07600	NZ_CP009273.1	1512139	1512588	-	450	17
BW25113_RS07605	NZ_CP009273.1	1512585	1513103	-	519	101
BW25113_RS07610	NZ_CP009273.1	1513284	1514321	+	1038	333
BW25113_RS07615	NZ_CP009273.1	1514519	1515184	+	666	12
BW25113_RS07620	NZ_CP009273.1	1515220	1517322	-	2103	81
BW25113_RS07625	NZ_CP009273.1	1517564	1518625	+	1062	2380
BW25113_RS07630	NZ_CP009273.1	1518738	1520237	-	1500	8
BW25113_RS07635	NZ_CP009273.1	1520504	1521121	+	618	7
BW25113_RS07640	NZ_CP009273.1	1521197	1521409	+	213	0
BW25113_RS07645	NZ_CP009273.1	1522159	1524195	+	2037	5
BW25113_RS26360	NZ_CP009273.1	1524179	1524661	+	483	3
BW25113_RS25600	NZ_CP009273.1	1524576	1524761	-	186	6
BW25113_RS07655	NZ_CP009273.1	1524843	1525987	+	1145	4
BW25113_RS07660	NZ_CP009273.1	1526073	1527209	+	1137	2
BW25113_RS07665	NZ_CP009273.1	1527309	1527542	+	234	105
BW25113_RS07670	NZ_CP009273.1	1527539	1528108	-	570	23
BW25113_RS07675	NZ_CP009273.1	1528281	1529126	+	846	33
BW25113_RS07680	NZ_CP009273.1	1529222	1530115	-	894	87
BW25113_RS07685	NZ_CP009273.1	1530194	1530874	-	681	2
BW25113_RS07690	NZ_CP009273.1	1530871	1531566	-	696	0
BW25113_RS07695	NZ_CP009273.1	1531566	1533110	-	1545	5
BW25113_RS07700	NZ_CP009273.1	1533107	1536847	-	3741	38
BW25113_RS07705	NZ_CP009273.1	1536929	1538317	-	1389	8
BW25113_RS07710	NZ_CP009273.1	1538641	1539971	-	1331	1
BW25113_RS07715	NZ_CP009273.1	1540010	1540285	-	276	0
BW25113_RS07720	NZ_CP009273.1	1540545	1541426	-	882	48
BW25113_RS07730	NZ_CP009273.1	1541658	1544705	+	3048	445
BW25113_RS07735	NZ_CP009273.1	1544718	1545602	+	885	47
BW25113_RS07740	NZ_CP009273.1	1545595	1546248	+	654	19
BW25113_RS07745	NZ_CP009273.1	1546655	1546939	-	285	44
BW25113_RS07750	NZ_CP009273.1	1547085	1548095	-	1011	52
BW25113_RS07755	NZ_CP009273.1	1548229	1549926	-	1698	1959
BW25113_RS07760	NZ_CP009273.1	1550083	1550220	-	138	145
BW25113_RS07765	NZ_CP009273.1	1550322	1550537	-	216	19
BW25113_RS07770	NZ_CP009273.1	1550882	1551313	+	432	604
BW25113_RS07775	NZ_CP009273.1	1551369	1552295	-	927	2
BW25113_RS07780	NZ_CP009273.1	1552288	1553274	-	987	3
BW25113_RS07785	NZ_CP009273.1	1553271	1554167	-	897	2
BW25113_RS07790	NZ_CP009273.1	1554164	1555186	-	1023	0
BW25113_RS07795	NZ_CP009273.1	1555188	1556738	-	1551	14
BW25113_RS07800	NZ_CP009273.1	1556752	1557333	-	582	1
BW25113_RS07805	NZ_CP009273.1	1557591	1559990	-	2400	5
BW25113_RS07810	NZ_CP009273.1	1560015	1561397	-	1383	8
BW25113_RS07815	NZ_CP009273.1	1561761	1563080	-	1320	73
BW25113_RS07820	NZ_CP009273.1	1563211	1564746	-	1536	2
BW25113_RS07825	NZ_CP009273.1	1564902	1566302	-	1401	25
BW25113_RS07835	NZ_CP009273.1	1566664	1569447	-	2784	55
BW25113_RS07840	NZ_CP009273.1	1569504	1571876	-	2373	44
BW25113_RS07845	NZ_CP009273.1	1571914	1573599	-	1686	19
BW25113_RS25610	NZ_CP009273.1	1573802	1573924	+	123	0
BW25113_RS07850	NZ_CP009273.1	1573890	1575047	-	1158	15
BW25113_RS07855	NZ_CP009273.1	1575099	1576781	-	1683	390
BW25113_RS07860	NZ_CP009273.1	1577183	1577944	-	762	3
BW25113_RS07865	NZ_CP009273.1	1578019	1578216	-	198	0
BW25113_RS07870	NZ_CP009273.1	1578464	1580743	-	2280	13
BW25113_RS07875	NZ_CP009273.1	1581077	1581991	-	915	0
BW25113_RS07880	NZ_CP009273.1	1582050	1582553	-	504	0
BW25113_RS07885	NZ_CP009273.1	1582566	1583096	-	531	0
BW25113_RS07890	NZ_CP009273.1	1583110	1584336	-	1227	2
BW25113_RS07895	NZ_CP009273.1	1584591	1584799	-	209	1
BW25113_RS07900	NZ_CP009273.1	1585111	1586433	-	1323	61
BW25113_RS07905	NZ_CP009273.1	1586433	1586699	-	267	28
BW25113_RS07915	NZ_CP009273.1	1586922	1592343	-	5422	6
BW25113_RS07920	NZ_CP009273.1	1592874	1594466	-	1593	30
BW25113_RS07925	NZ_CP009273.1	1594545	1595498	-	954	95
BW25113_RS07930	NZ_CP009273.1	1595747	1597282	+	1536	9
BW25113_RS07935	NZ_CP009273.1	1597276	1598304	+	1029	3
BW25113_RS07940	NZ_CP009273.1	1598304	1599296	+	993	1
BW25113_RS07945	NZ_CP009273.1	1599308	1600330	+	1023	16
BW25113_RS07950	NZ_CP009273.1	1600357	1601232	+	876	54
BW25113_RS07955	NZ_CP009273.1	1601256	1601546	+	291	21
BW25113_RS07960	NZ_CP009273.1	1601603	1602361	+	759	54
BW25113_RS07965	NZ_CP009273.1	1602365	1603279	-	915	2
BW25113_RS07975	NZ_CP009273.1	1603486	1604937	-	1452	93
BW25113_RS07980	NZ_CP009273.1	1605164	1606150	-	987	4
BW25113_RS07985	NZ_CP009273.1	1606223	1606582	-	360	7
BW25113_RS07990	NZ_CP009273.1	1606582	1607508	-	927	37
BW25113_RS07995	NZ_CP009273.1	1607572	1608960	-	1389	90
BW25113_RS08000	NZ_CP009273.1	1609061	1609942	+	882	44
BW25113_RS08005	NZ_CP009273.1	1610020	1611135	+	1116	3
BW25113_RS08010	NZ_CP009273.1	1611285	1612475	+	1191	9
BW25113_RS08015	NZ_CP009273.1	1612500	1613165	-	666	50
BW25113_RS08020	NZ_CP009273.1	1613377	1613811	+	435	6
BW25113_RS08025	NZ_CP009273.1	1613831	1614214	+	384	202
BW25113_RS08030	NZ_CP009273.1	1614246	1614464	+	219	7
BW25113_RS08035	NZ_CP009273.1	1614495	1615394	-	900	32
BW25113_RS08040	NZ_CP009273.1	1615589	1616776	+	1188	23
BW25113_RS08045	NZ_CP009273.1	1616903	1616998	+	96	138
BW25113_RS26150	NZ_CP009273.1	1616998	1617102	+	105	8
BW25113_RS08050	NZ_CP009273.1	1617217	1618107	-	891	23
BW25113_RS08055	NZ_CP009273.1	1618362	1618754	-	393	17
BW25113_RS08060	NZ_CP009273.1	1619030	1619548	+	519	5
BW25113_RS08065	NZ_CP009273.1	1619592	1621637	-	2046	885
BW25113_RS08070	NZ_CP009273.1	1621774	1622520	+	747	1729
BW25113_RS08075	NZ_CP009273.1	1622609	1623295	+	687	58
BW25113_RS08080	NZ_CP009273.1	1623472	1623675	+	204	136
BW25113_RS08085	NZ_CP009273.1	1623710	1625170	-	1461	3
BW25113_RS08090	NZ_CP009273.1	1625259	1626542	-	1284	2
BW25113_RS25615	NZ_CP009273.1	1627147	1627260	+	114	5
BW25113_RS08095	NZ_CP009273.1	1627329	1627562	+	234	4
BW25113_RS08100	NZ_CP009273.1	1627879	1628469	+	591	15
BW25113_RS08105	NZ_CP009273.1	1628567	1629142	-	576	2
BW25113_RS08110	NZ_CP009273.1	1629142	1630104	-	963	0
BW25113_RS08115	NZ_CP009273.1	1630055	1630624	-	570	0
BW25113_RS08120	NZ_CP009273.1	1631013	1631246	+	234	8
BW25113_RS08125	NZ_CP009273.1	1631304	1631714	+	411	5
BW25113_RS08130	NZ_CP009273.1	1631866	1632039	-	174	447
BW25113_RS25620	NZ_CP009273.1	1632445	1632510	-	66	0
BW25113_RS23830	NZ_CP009273.1	1632513	1632701	-	189	0
BW25113_RS08140	NZ_CP009273.1	1632712	1632924	-	213	9
BW25113_RS08145	NZ_CP009273.1	1633287	1633784	-	498	2
BW25113_RS08150	NZ_CP009273.1	1633781	1634314	-	534	0
BW25113_RS08155	NZ_CP009273.1	1634311	1634622	-	312	2
BW25113_RS08160	NZ_CP009273.1	1634627	1634842	-	216	0
BW25113_RS26155	NZ_CP009273.1	1635062	1635232	+	171	11
BW25113_RS08165	NZ_CP009273.1	1635596	1635811	-	216	19
BW25113_RS08170	NZ_CP009273.1	1636112	1636324	+	213	0
BW25113_RS25625	NZ_CP009273.1	1636379	1636468	+	90	3
BW25113_RS08175	NZ_CP009273.1	1636746	1637498	-	753	4
BW25113_RS08180	NZ_CP009273.1	1637512	1638561	-	1050	0
BW25113_RS08185	NZ_CP009273.1	1638563	1638841	-	279	0
BW25113_RS08190	NZ_CP009273.1	1638908	1639159	-	252	0
BW25113_RS08195	NZ_CP009273.1	1639376	1639531	-	156	1
BW25113_RS08200	NZ_CP009273.1	1639603	1639890	-	288	41
BW25113_RS08205	NZ_CP009273.1	1639890	1640129	-	240	242
BW25113_RS23835	NZ_CP009273.1	1640154	1640459	+	306	0
BW25113_RS08210	NZ_CP009273.1	1640662	1640994	+	333	6
BW25113_RS23105	NZ_CP009273.1	1641431	1641580	-	150	1
BW25113_RS08215	NZ_CP009273.1	1641615	1641893	-	279	3
BW25113_RS08220	NZ_CP009273.1	1641877	1642107	-	231	6
BW25113_RS08225	NZ_CP009273.1	1642191	1642598	+	408	69
BW25113_RS08230	NZ_CP009273.1	1642765	1642920	+	156	1
BW25113_RS26365	NZ_CP009273.1	1642922	1643050	+	129	0
BW25113_RS08235	NZ_CP009273.1	1643080	1643298	+	219	7
BW25113_RS08245	NZ_CP009273.1	1643866	1644054	+	189	0
BW25113_RS08250	NZ_CP009273.1	1644051	1644242	+	192	0
BW25113_RS23850	NZ_CP009273.1	1644335	1645102	+	768	4
BW25113_RS08260	NZ_CP009273.1	1645099	1645794	+	696	9
BW25113_RS25635	NZ_CP009273.1	1645808	1646965	+	1158	1
BW25113_RS08270	NZ_CP009273.1	1647153	1648172	-	1020	5
BW25113_RS08275	NZ_CP009273.1	1648184	1649398	-	1215	15
BW25113_RS08280	NZ_CP009273.1	1649604	1649930	-	327	28
BW25113_RS08285	NZ_CP009273.1	1650065	1650406	+	342	346
BW25113_RS08290	NZ_CP009273.1	1650441	1651001	+	561	316
BW25113_RS08295	NZ_CP009273.1	1651004	1651714	-	711	78
BW25113_RS08300	NZ_CP009273.1	1651822	1652127	+	306	153
BW25113_RS08305	NZ_CP009273.1	1652326	1654752	+	2427	15
BW25113_RS08310	NZ_CP009273.1	1654813	1657236	+	2424	6
BW25113_RS08315	NZ_CP009273.1	1657247	1657864	+	618	5
BW25113_RS08320	NZ_CP009273.1	1657866	1658720	+	855	14
BW25113_RS08325	NZ_CP009273.1	1658763	1659377	+	615	66
BW25113_RS08330	NZ_CP009273.1	1659536	1660828	+	1293	1
BW25113_RS08335	NZ_CP009273.1	1660781	1661476	-	696	308
BW25113_RS08340	NZ_CP009273.1	1661601	1662821	-	1221	194
BW25113_RS08345	NZ_CP009273.1	1662956	1663849	-	894	22
BW25113_RS08350	NZ_CP009273.1	1663956	1665209	+	1254	14
BW25113_RS08355	NZ_CP009273.1	1665633	1665941	+	309	16
BW25113_RS08360	NZ_CP009273.1	1666034	1666117	+	84	0
BW25113_RS08365	NZ_CP009273.1	1666217	1667038	+	822	46
BW25113_RS08370	NZ_CP009273.1	1667077	1667406	-	330	10
BW25113_RS08375	NZ_CP009273.1	1667393	1667758	-	366	11
BW25113_RS08380	NZ_CP009273.1	1668170	1669204	+	1035	29
BW25113_RS08385	NZ_CP009273.1	1669229	1670617	-	1389	527
BW25113_RS08390	NZ_CP009273.1	1670628	1672160	-	1533	1164
BW25113_RS08395	NZ_CP009273.1	1672684	1673628	+	945	1153
BW25113_RS08400	NZ_CP009273.1	1673814	1675196	+	1383	4
BW25113_RS08405	NZ_CP009273.1	1675233	1675955	+	723	52
BW25113_RS08410	NZ_CP009273.1	1675952	1676287	-	336	13
BW25113_RS08415	NZ_CP009273.1	1676416	1677135	+	720	149
BW25113_RS08420	NZ_CP009273.1	1677139	1678440	+	1302	62
BW25113_RS08425	NZ_CP009273.1	1678516	1679445	+	930	64
BW25113_RS08430	NZ_CP009273.1	1679442	1680845	-	1404	811
BW25113_RS08435	NZ_CP009273.1	1680988	1682634	-	1647	5120
BW25113_RS08440	NZ_CP009273.1	1682833	1684008	+	1176	673
BW25113_RS08445	NZ_CP009273.1	1684109	1685617	+	1509	609
BW25113_RS08450	NZ_CP009273.1	1685843	1687108	-	1266	17
BW25113_RS08455	NZ_CP009273.1	1687147	1688520	-	1374	20
BW25113_RS08460	NZ_CP009273.1	1688517	1690328	-	1812	258
BW25113_RS08465	NZ_CP009273.1	1690719	1691309	-	591	135
BW25113_RS08470	NZ_CP009273.1	1691530	1692297	-	768	539
BW25113_RS08475	NZ_CP009273.1	1692409	1693437	-	1029	58
BW25113_RS08480	NZ_CP009273.1	1693612	1695204	+	1593	114
BW25113_RS08485	NZ_CP009273.1	1695214	1696386	+	1173	115
BW25113_RS08490	NZ_CP009273.1	1696490	1697491	+	1002	1653
BW25113_RS08495	NZ_CP009273.1	1697525	1698565	-	1041	181
BW25113_RS08500	NZ_CP009273.1	1698808	1698933	+	126	132
BW25113_RS08505	NZ_CP009273.1	1699206	1699421	+	216	45
BW25113_RS08510	NZ_CP009273.1	1699507	1699947	+	441	37
BW25113_RS08515	NZ_CP009273.1	1700024	1700605	+	582	22
BW25113_RS08520	NZ_CP009273.1	1700605	1701183	+	579	17
BW25113_RS08525	NZ_CP009273.1	1701176	1703398	+	2223	49
BW25113_RS08530	NZ_CP009273.1	1703399	1704457	+	1059	19
BW25113_RS08535	NZ_CP009273.1	1704461	1705081	+	621	21
BW25113_RS08540	NZ_CP009273.1	1705085	1705780	+	696	23
BW25113_RS08545	NZ_CP009273.1	1705780	1706415	+	636	42
BW25113_RS08555	NZ_CP009273.1	1707026	1708528	+	1503	285
BW25113_RS08560	NZ_CP009273.1	1708634	1709239	+	606	392
BW25113_RS08565	NZ_CP009273.1	1709283	1710146	-	864	346
BW25113_RS08570	NZ_CP009273.1	1710205	1711479	-	1275	1198
BW25113_RS08575	NZ_CP009273.1	1711608	1712264	-	657	184
BW25113_RS08580	NZ_CP009273.1	1712323	1712652	-	330	20
BW25113_RS08585	NZ_CP009273.1	1712750	1713859	-	1110	177
BW25113_RS08590	NZ_CP009273.1	1714133	1714600	+	468	4266
BW25113_RS08595	NZ_CP009273.1	1714647	1715081	-	435	253
BW25113_RS08600	NZ_CP009273.1	1715282	1715518	+	237	15
BW25113_RS08605	NZ_CP009273.1	1715521	1716378	+	858	53
BW25113_RS08610	NZ_CP009273.1	1716378	1718390	+	2013	12
BW25113_RS08615	NZ_CP009273.1	1718391	1718912	-	522	70
BW25113_RS08620	NZ_CP009273.1	1718993	1719889	-	897	514
BW25113_RS08625	NZ_CP009273.1	1719938	1720177	-	240	5
BW25113_RS08630	NZ_CP009273.1	1720280	1720879	+	600	14
BW25113_RS08635	NZ_CP009273.1	1720916	1722013	+	1098	184
BW25113_RS08640	NZ_CP009273.1	1722094	1722501	+	408	901
BW25113_RS08645	NZ_CP009273.1	1722604	1723251	+	648	55
BW25113_RS08650	NZ_CP009273.1	1723344	1727960	+	4617	17
BW25113_RS08655	NZ_CP009273.1	1728011	1728358	-	348	1654
BW25113_RS08660	NZ_CP009273.1	1728692	1729507	+	816	96
BW25113_RS08665	NZ_CP009273.1	1729635	1730216	+	582	3669
BW25113_RS08670	NZ_CP009273.1	1730378	1731547	-	1170	13
BW25113_RS08675	NZ_CP009273.1	1731713	1731802	-	90	267
BW25113_RS08680	NZ_CP009273.1	1732101	1733126	+	1026	119
BW25113_RS08685	NZ_CP009273.1	1733123	1734055	-	933	29
BW25113_RS08690	NZ_CP009273.1	1734168	1735379	+	1212	153
BW25113_RS08695	NZ_CP009273.1	1735670	1736818	+	1149	327
BW25113_RS08700	NZ_CP009273.1	1736858	1737499	-	642	930
BW25113_RS08705	NZ_CP009273.1	1737714	1739087	+	1374	64
BW25113_RS08710	NZ_CP009273.1	1739128	1740384	-	1257	1403
BW25113_RS08725	NZ_CP009273.1	1740957	1741262	+	306	249
BW25113_RS08730	NZ_CP009273.1	1741388	1742992	+	1605	28
BW25113_RS08735	NZ_CP009273.1	1743004	1743816	-	813	1
BW25113_RS08740	NZ_CP009273.1	1743820	1744605	-	786	1
BW25113_RS08745	NZ_CP009273.1	1744602	1745270	-	669	2
BW25113_RS08750	NZ_CP009273.1	1745334	1745972	-	639	1
BW25113_RS08755	NZ_CP009273.1	1745985	1748087	-	2103	6
BW25113_RS08760	NZ_CP009273.1	1748108	1748734	-	627	2
BW25113_RS08765	NZ_CP009273.1	1749189	1749398	-	210	57
BW25113_RS26160	NZ_CP009273.1	1749753	1749947	+	195	12
BW25113_RS08770	NZ_CP009273.1	1749955	1751367	+	1413	5214
BW25113_RS08775	NZ_CP009273.1	1751678	1751914	+	237	69938
BW25113_RS08780	NZ_CP009273.1	1751978	1752982	-	1005	110
BW25113_RS08785	NZ_CP009273.1	1753131	1753547	-	417	51
BW25113_RS08790	NZ_CP009273.1	1753560	1754780	-	1221	145
BW25113_RS08795	NZ_CP009273.1	1754777	1756048	-	1272	166
BW25113_RS08800	NZ_CP009273.1	1756023	1756769	-	747	217
BW25113_RS08805	NZ_CP009273.1	1756779	1758266	-	1488	236
BW25113_RS08810	NZ_CP009273.1	1758275	1758643	-	369	166
BW25113_RS08815	NZ_CP009273.1	1759191	1759379	-	189	35
BW25113_RS08820	NZ_CP009273.1	1759479	1759889	-	411	63
BW25113_RS08825	NZ_CP009273.1	1759886	1762942	-	3057	158
BW25113_RS08830	NZ_CP009273.1	1763331	1764443	+	1113	92
BW25113_RS08835	NZ_CP009273.1	1764872	1765228	+	357	3
BW25113_RS08840	NZ_CP009273.1	1765328	1766542	+	1215	0
BW25113_RS08845	NZ_CP009273.1	1766769	1768034	+	1266	1
BW25113_RS08850	NZ_CP009273.1	1768046	1768912	+	867	1
BW25113_RS08855	NZ_CP009273.1	1768943	1769701	+	759	235
BW25113_RS08860	NZ_CP009273.1	1769844	1771439	+	1596	3
BW25113_RS08865	NZ_CP009273.1	1771453	1772604	+	1152	7
BW25113_RS08870	NZ_CP009273.1	1772647	1773558	-	912	40
BW25113_RS08880	NZ_CP009273.1	1773874	1774638	+	765	3
BW25113_RS08885	NZ_CP009273.1	1774658	1775596	+	939	7
BW25113_RS08890	NZ_CP009273.1	1775652	1776941	+	1290	2
BW25113_RS08895	NZ_CP009273.1	1776938	1777231	+	294	2
BW25113_RS08900	NZ_CP009273.1	1777288	1778934	+	1647	0
BW25113_RS08905	NZ_CP009273.1	1778991	1781369	-	2379	331
BW25113_RS08915	NZ_CP009273.1	1781702	1782535	+	834	181
BW25113_RS08920	NZ_CP009273.1	1782692	1783738	+	1047	57
BW25113_RS08925	NZ_CP009273.1	1783870	1784061	+	192	52
BW25113_RS08930	NZ_CP009273.1	1784065	1785501	-	1437	80
BW25113_RS08935	NZ_CP009273.1	1785564	1786277	-	714	40
BW25113_RS08940	NZ_CP009273.1	1786524	1786988	-	465	213
BW25113_RS08945	NZ_CP009273.1	1787066	1787815	-	750	24
BW25113_RS08950	NZ_CP009273.1	1787815	1788366	-	552	180
BW25113_RS08955	NZ_CP009273.1	1788429	1789409	-	981	20
BW25113_RS08960	NZ_CP009273.1	1789510	1789809	-	300	1186
BW25113_RS08965	NZ_CP009273.1	1789814	1792201	-	2388	3131
BW25113_RS08970	NZ_CP009273.1	1792216	1793199	-	984	1012
BW25113_RS25645	NZ_CP009273.1	1793483	1793527	-	45	34
BW25113_RS08980	NZ_CP009273.1	1793650	1794006	-	357	5375
BW25113_RS08985	NZ_CP009273.1	1794059	1794256	-	198	2857
BW25113_RS08990	NZ_CP009273.1	1794353	1794895	-	543	2241
BW25113_RS08995	NZ_CP009273.1	1794899	1796827	-	1929	3555
BW25113_RS09000	NZ_CP009273.1	1797351	1799250	+	1900	2
BW25113_RS09005	NZ_CP009273.1	1799422	1799529	+	108	11
BW25113_RS09010	NZ_CP009273.1	1799582	1800340	-	759	12
BW25113_RS09015	NZ_CP009273.1	1800627	1801556	+	930	438
BW25113_RS09020	NZ_CP009273.1	1801657	1801947	+	291	39
BW25113_RS09025	NZ_CP009273.1	1802053	1802913	+	861	89
BW25113_RS09030	NZ_CP009273.1	1802954	1803490	-	537	87
BW25113_RS09035	NZ_CP009273.1	1803637	1804305	+	669	361
BW25113_RS09040	NZ_CP009273.1	1804468	1805058	+	591	6
BW25113_RS09045	NZ_CP009273.1	1805191	1806582	+	1392	49
BW25113_RS09050	NZ_CP009273.1	1806586	1807389	-	804	1
BW25113_RS09055	NZ_CP009273.1	1807678	1807941	-	264	31
BW25113_RS09060	NZ_CP009273.1	1808124	1810385	+	2262	356
BW25113_RS09065	NZ_CP009273.1	1810643	1811392	-	750	17
BW25113_RS09070	NZ_CP009273.1	1811405	1812757	-	1353	11
BW25113_RS09075	NZ_CP009273.1	1812862	1813704	-	843	15
BW25113_RS09080	NZ_CP009273.1	1813712	1814062	-	351	33
BW25113_RS09085	NZ_CP009273.1	1814113	1815471	-	1359	9
BW25113_RS09090	NZ_CP009273.1	1815556	1815876	-	321	112
BW25113_RS09095	NZ_CP009273.1	1816175	1816513	-	339	1267
BW25113_RS09100	NZ_CP009273.1	1816715	1817542	+	828	1082
BW25113_RS09110	NZ_CP009273.1	1817772	1818659	+	888	23
BW25113_RS09115	NZ_CP009273.1	1818619	1819194	-	576	2
BW25113_RS09120	NZ_CP009273.1	1819397	1819882	-	486	1605
BW25113_RS09125	NZ_CP009273.1	1820212	1821180	-	969	9
BW25113_RS09130	NZ_CP009273.1	1821173	1822516	-	1344	9
BW25113_RS09135	NZ_CP009273.1	1822513	1823991	-	1479	29
BW25113_RS09140	NZ_CP009273.1	1823988	1825022	-	1035	5
BW25113_RS09145	NZ_CP009273.1	1825019	1826239	-	1221	67
BW25113_RS09150	NZ_CP009273.1	1826685	1827491	+	807	472
BW25113_RS09155	NZ_CP009273.1	1827658	1828368	+	711	2
BW25113_RS09160	NZ_CP009273.1	1828373	1829050	+	678	8
BW25113_RS09165	NZ_CP009273.1	1829065	1829772	+	708	7
BW25113_RS09170	NZ_CP009273.1	1829772	1830320	+	549	15
BW25113_RS09175	NZ_CP009273.1	1830330	1831496	+	1167	33
BW25113_RS09180	NZ_CP009273.1	1831469	1833004	+	1536	3
BW25113_RS09185	NZ_CP009273.1	1833004	1833657	+	654	9
BW25113_RS09190	NZ_CP009273.1	1833724	1835031	+	1308	64
BW25113_RS09195	NZ_CP009273.1	1835040	1835660	-	621	23
BW25113_RS09200	NZ_CP009273.1	1835747	1836154	+	408	32
BW25113_RS09205	NZ_CP009273.1	1836120	1836392	-	273	12
BW25113_RS09210	NZ_CP009273.1	1836628	1837971	+	1344	419
BW25113_RS09215	NZ_CP009273.1	1838088	1839128	-	1041	2
BW25113_RS09220	NZ_CP009273.1	1839256	1841217	-	1962	159
BW25113_RS09225	NZ_CP009273.1	1841222	1842265	-	1044	1134
BW25113_RS09235	NZ_CP009273.1	1842382	1842933	-	552	662
BW25113_RS09245	NZ_CP009273.1	1843094	1844950	+	1857	232
BW25113_RS09250	NZ_CP009273.1	1845117	1846133	+	1017	130
BW25113_RS09255	NZ_CP009273.1	1846144	1846785	+	642	119
BW25113_RS09260	NZ_CP009273.1	1846878	1848236	-	1359	6
BW25113_RS09265	NZ_CP009273.1	1848353	1849111	-	759	166
BW25113_RS09270	NZ_CP009273.1	1849248	1850228	-	981	17
BW25113_RS09275	NZ_CP009273.1	1850238	1851185	-	948	11
BW25113_RS09280	NZ_CP009273.1	1851190	1852026	-	837	28
BW25113_RS09285	NZ_CP009273.1	1852047	1853090	-	1044	22
BW25113_RS09290	NZ_CP009273.1	1853107	1854486	-	1380	3
BW25113_RS09295	NZ_CP009273.1	1854513	1855589	-	1077	41
BW25113_RS09300	NZ_CP009273.1	1855959	1856231	-	273	475
BW25113_RS09305	NZ_CP009273.1	1856273	1856686	-	414	677
BW25113_RS09310	NZ_CP009273.1	1857028	1858023	+	996	60538
BW25113_RS09315	NZ_CP009273.1	1858107	1858991	+	885	2049
BW25113_RS09320	NZ_CP009273.1	1859039	1859893	-	855	85
BW25113_RS09325	NZ_CP009273.1	1859983	1860729	-	747	3278
